0.01,2.277022403,-0.889778764,-0.33823194,0.229364448,-0.25961966
0.02,-0.735372689,1.391975803,-0.315033781,-0.394599512,0.006826263
0.03,-0.610966992,-0.65729811,1.233443345,-0.057717561,-0.391345734
0.04,0.653824261,-0.648687715,-1.100871423,0.964645923,0.018801361
0.05,-0.510257618,0.594079237,-0.291835621,-1.422821813,1.461800628
0.06,0.307265534,-0.631466926,0.667988215,1.143339827,-1.397253937
0.07,-0.00967279,0.688793578,0.192425951,-0.33015253,-0.325482697
0.08,0.505722241,0.482144108,-0.407826417,-1.036139922,0.961840301
0.09,0.360582261,-0.990233367,-0.254138613,1.571033433,-0.804486603
0.1,-1.831327639,0.218092007,0.914468656,-1.003916431,0.76425119
0.11,0.870053211,-0.080401672,-1.045775795,0.645340422,0.000838714
0.12,1.201801736,-0.137804303,0.24752158,-0.256917323,-0.160825104
0.13,-1.780972952,1.371884882,0.769480161,-0.555716966,-0.343445343
0.14,1.237346221,-1.437973886,-0.149746896,1.067175212,-0.541034455
0.15,-0.166660931,0.266884243,-0.90658684,-0.877951875,1.50371347
0.16,-0.96048776,0.057364641,0.24462181,0.331893738,-0.283569855
0.17,0.79304016,-0.886908632,0.873871877,0.528164091,-1.160745758
0.18,-0.045217275,1.98609303,-1.022577636,-1.285139624,0.854064422
0.19,0.822660564,-1.073467182,0.389610304,0.46371711,-0.412302155
0.2,-1.538085639,-0.258349827,0.305516977,0.727363853,-0.376376862
0.21,-0.296990709,0.200871218,-0.494819514,-0.924822408,1.297143036
0.22,1.699424524,-0.783583897,-0.547015372,0.81817551,-0.484152741
0.23,-1.271502002,1.325962778,0.984063133,-0.626022765,-0.550015778
0.24,0.35169614,-0.134934171,0.407008924,-0.034282295,-0.376376862
0.25,1.059623797,-0.531012323,-1.266158307,0.610187523,0.416973358
0.26,-1.623984811,0.264014111,0.52589949,-0.968763532,1.072609954
0.27,-0.024482992,-0.878298238,0.264920199,1.515374676,-1.157751984
0.28,0.923369938,0.71175463,-0.286036082,-1.009775247,0.593606048
0.29,-0.089647881,1.093482124,-0.094651268,-0.488340576,0.057720428
0.3,0.153239433,-1.33177902,0.833275099,1.310316098,-1.292471833
0.31,-0.895322871,0.576858448,-0.544115603,-1.050786963,1.42886911
0.32,0.5027602,-0.499440876,-0.88918822,0.451999477,0.369072967
0.33,-0.214053578,-0.628596795,1.053657611,0.308458472,-0.936212677
0.34,-0.52506782,1.670378562,-0.083052189,-0.851587201,-0.050055451
0.35,1.936387756,-0.774973503,-0.315033781,0.258658531,-0.256625885
0.36,-1.235957518,0.065975036,0.012640218,0.038952911,0.192440277
0.37,-0.919019194,-0.321492721,0.183726642,0.04188232,0.360091644
0.38,1.213649898,-0.734791661,-0.509318364,0.528164091,-0.014130158
0.39,-0.134078487,1.320222515,-0.033756101,-0.90431655,0.195434051
0.4,-0.060027477,-0.034479568,0.960864974,0.31138788,-1.079913849
0.41,0.046605978,-0.238258906,-0.286036082,0.405128944,0.039757782
0.42,-0.273294386,0.063104904,-0.660106398,-0.728552054,1.506707244
0.43,-0.16073685,-0.875428106,0.212724341,1.049598762,-0.624860138
0.44,-0.261446224,0.54241687,0.607093047,-0.418034778,-0.223694367
0.45,0.887825453,0.89831318,-0.442623656,-0.461975902,0.150527435
0.46,0.559038968,-0.568324032,0.151829173,0.525234683,-0.529059357
0.47,-1.46995871,0.103286746,0.325815367,-0.344799571,0.40499826
0.48,0.176935756,-0.562583769,-0.636908239,0.434423027,0.387035614
0.49,0.624203857,-0.252609564,-0.143947357,-0.171964484,0.156514984
0.5,-0.640587396,1.099222387,0.398309614,-0.426823003,-0.59192862
0.51,0.600507534,-0.398986272,0.462104552,0.229364448,-0.756586213
0.52,0.295417372,0.154949113,-0.796395584,-0.233482057,0.746288543
0.53,-1.040462851,-0.307142063,-0.05405449,0.003800012,0.440923553
0.54,-0.184433174,-0.947181395,0.551997419,0.700999179,-0.553009552
0.55,0.396126746,1.06765094,-0.61081031,-0.690469746,0.425954681
0.56,0.914483817,0.126247798,0.24462181,-0.286211406,-0.343445343
0.57,-0.445092729,0.008572405,0.546197879,0.633622789,-0.864362091
0.58,-0.797575538,-0.066051015,-0.181644365,-0.555716966,1.033690887
0.59,0.958914423,-0.941441131,-0.952983158,0.613116931,0.521755462
0.6,-0.782765336,0.559637659,0.580995118,-0.171964484,-0.241657013
0.61,-0.039293194,0.487884371,0.8042774,-0.268634956,-0.675754303
0.62,1.308435191,0.005702274,-0.831192822,0.328964329,-0.124899811
0.63,-0.779803295,0.126247798,0.096733545,-0.713905013,0.869033294
0.64,-0.951601639,-0.906999553,0.23012296,1.105257519,-0.556003327
0.65,0.636052019,-0.255479696,-0.297635161,-0.356517204,0.440923553
0.66,0.490912039,1.119313308,-0.448423196,-0.699257971,0.225371795
0.67,0.13842923,-0.424817456,0.957965204,0.662916872,-1.4601232
0.68,-0.483599255,0.258273848,-0.007658171,-0.500058209,0.351110321
0.69,0.416861029,-0.223908249,-1.205263139,0.038952911,0.961840301
0.7,-0.415472325,-0.950051526,0.560696728,0.457858293,-0.262613434
0.71,-1.043424891,0.938495021,0.392510074,-0.210046791,-0.319495148
0.72,1.868260827,-0.005778252,-0.303434701,-0.221764424,-0.035086579
0.73,0.008099453,0.459183056,-0.120749197,-0.007917621,-0.109930939
0.74,-1.446262386,-0.3014018,0.824575789,0.120976343,-0.032092804
0.75,0.594583453,-0.892648895,-0.671705478,0.616046339,0.467867523
0.76,0.20655616,0.662962394,-0.634008469,-0.608446315,0.830114227
0.77,-0.01263483,0.063104904,1.198646106,0.208858591,-1.082907624
0.78,0.259872887,0.338637531,0.082234695,0.29381143,-0.654797882
0.79,0.372430423,0.22383227,-0.744199725,-0.957045899,1.285167938
0.8,-0.400662123,-0.849596922,-0.065653569,0.973434148,-0.301532502
0.81,-1.218185275,-0.3014018,0.714384533,-0.122164543,-0.068018097
0.82,1.053699716,0.462053187,-0.89498776,-0.497128801,0.333147674
0.83,1.021117271,0.292715427,-0.019257251,0.027235278,-0.648810334
0.84,-1.395907699,0.375949241,1.201545876,-0.31257608,-0.618872589
0.85,0.156201473,-0.697479951,-0.744199725,0.636552197,0.30320993
0.86,0.582735291,-0.625726663,-0.831192822,-0.327223122,1.285167938
0.87,-0.966411841,0.510845423,0.52299972,0.211787999,-0.523071808
0.88,0.325037776,0.002832142,0.989862673,0.211787999,-1.12781424
0.89,1.089244201,0.820819628,-0.871789601,-0.655316847,0.638512664
0.9,-0.098534002,-0.261219959,-0.175844826,0.1766351,0.270278411
0.91,-1.419604023,-0.906999553,0.902869576,0.698069771,-0.337457795
0.92,0.073264342,0.286975164,-0.715202026,-0.163176259,0.761257415
0.93,1.646107797,0.11189714,-0.378828718,-0.34772898,0.183458953
0.94,-0.827195942,0.763416998,1.024659912,0.22643504,-1.283490509
0.95,-0.308838871,-0.166505618,0.494002021,-0.075294011,-0.079993195
0.96,1.056661756,-0.6199864,-1.582233226,0.197140958,1.204336029
0.97,-0.954563679,-0.18946667,0.163428252,-0.11044691,0.339135223
0.98,-0.619853113,-0.080401672,1.137750938,0.346540779,-1.175714631
