Date,Station,Daily temperature,Minimum,Maximum
2020-07-09,133,26.6,21.3,31.6
2020-07-10,133,25.4,22.1,29.2
2020-07-11,133,26.2,23.5,29.4
2020-07-12,133,22.2,18.9,25.7
2020-07-13,133,18.8,17.7,19.7
2020-07-14,133,19.9,18.9,21.6
2020-07-15,133,21.1,19,25.1
2020-07-16,133,23.2,19.2,28.2
2020-07-17,133,25,19.9,30.9
2020-07-18,133,25,21.8,29.1
2020-07-19,133,25.6,21,29.9
2020-07-20,133,24.5,22.5,29.3
2020-07-21,133,25.9,22,30
2020-07-22,133,23.5,21.8,25.2
2020-07-23,133,21.7,20.8,22.9
2020-07-24,133,21.6,20.1,24.2
2020-07-25,133,22.7,20.9,25.3
2020-07-26,133,24,22,27.4
2020-07-27,133,24.4,22.3,27.2
2020-07-28,133,24,21.7,26.9
2020-07-29,133,24.7,22.5,26.2
2020-07-30,133,25,23.2,27
2020-07-31,133,25.9,23.7,30
2020-08-01,133,25.8,23.7,30.4
2020-08-02,133,27.7,23.8,30.6
2020-08-03,133,27,25,30.6
2020-08-04,133,27.5,25.2,32.3
2020-08-05,133,26.4,25,29.8
2020-08-06,133,25.5,23.4,27.1
2020-08-07,133,23.5,23,24.2
2020-08-08,133,23.8,22.8,25
2020-08-09,133,26.2,23.8,30.1
2020-08-10,133,26.2,24.5,29.7
2020-08-11,133,26,24.7,27.9
2020-08-12,133,27.3,24.8,29.6
2020-08-13,133,28.7,25.4,32.2
2020-08-14,133,28.5,25.7,31.2
2020-08-15,133,29.2,26.3,32.6
2020-08-16,133,28.7,24.9,33.3
2020-08-17,133,28.6,25,33.6
2020-08-18,133,29.1,25.4,33.6
2020-08-19,133,28.9,25.3,34.2
2020-08-20,133,29.1,24.8,34.6
2020-08-21,133,29,25.1,33.7
2020-08-22,133,25.8,23.7,31.1
2020-08-23,133,27.1,23.1,32.1
2020-08-24,133,28.5,23.1,33.2
2020-08-25,133,29.9,24.8,35.4
2020-08-26,133,29.3,25.6,33.8
2020-08-27,133,29.5,25.3,32.7
2020-08-28,133,29.3,25.1,35
2020-08-29,133,27.2,25,32.8
2020-08-30,133,27.9,25.6,31.8
2020-08-31,133,26.7,24.2,31.1
2020-09-01,133,26.9,22.4,31.4
2020-09-02,133,24.6,22.9,26.5
2020-09-03,133,23.1,20.9,26
2020-09-04,133,24.3,20.6,28.8
2020-09-05,133,22.2,20.3,25.3
2020-09-06,133,21.1,17.9,25.2
2020-09-07,133,19.3,16.3,22.3
2020-09-08,133,24.3,21.9,28.2
2020-09-09,133,22.2,18.7,26.5
2020-09-10,133,23.2,20,28.2
2020-09-11,133,21.7,19.4,24.7
2020-09-12,133,19.3,17.8,20.6
2020-09-13,133,21.6,18.3,27.1
2020-09-14,133,21.9,16.8,27.5
2020-09-15,133,23.4,18.5,29.4
2020-09-16,133,21.6,20,23.7
2020-09-17,133,21.7,19.9,23.8
2020-09-18,133,21.2,18,25.2
2020-09-19,133,20,15.7,26.6
2020-09-20,133,18.9,14.2,25.6
2020-09-21,133,18,12.3,24.4
2020-09-22,133,19.1,14.9,24.5
2020-09-23,133,19,14.4,23.6
2020-09-24,133,20.8,15.7,26.4
2020-09-25,133,20,14.8,25.9
2020-09-26,133,19.4,15,25.5
2020-09-27,133,19.8,14.3,26.6
2020-09-28,133,18.9,13.4,25.8
2020-09-29,133,18.5,12.7,24.6
2020-09-30,133,19.5,14,26.4
2020-10-01,133,20.4,15.7,25.5
2020-10-02,133,21,17,25.4
2020-10-03,133,20,17.5,23.6
2020-10-04,133,18,12.8,21
2020-10-05,133,13.6,7.6,20.3
2020-10-06,133,14.2,8.6,20.8
2020-10-07,133,16.8,11.1,22.9
2020-10-08,133,17.4,12.6,23.2
2020-10-09,133,18,12.6,23.4
2020-10-10,133,17.5,12,23.7
2020-10-11,133,17.3,12.1,22.3
2020-10-12,133,17.1,13.5,23.2
2020-10-13,133,12.9,8.6,18.2
2020-10-14,133,12.2,8,19.8
2020-10-15,133,11.4,5.6,18.2
2020-10-16,133,11.4,6.8,15.9
2020-10-17,133,12.6,7.9,19.4
2020-10-18,133,12.2,5,20.2
2020-10-19,133,13.4,7,21.6
2020-10-20,133,14,7.3,22.8
2020-10-21,133,13.2,9.9,16.3
2020-10-22,133,13,9,19.3
2020-10-23,133,10.2,6.5,15.7
2020-10-24,133,9.3,3.9,15.6
2020-10-25,133,11.7,4.7,19.5
2020-10-26,133,11.8,5.7,19.8
2020-10-27,133,13,6,21.4
2020-10-28,133,13.6,8.1,20.7
2020-10-29,133,10,3.8,17.4
2020-10-30,133,10.9,3.4,19.9
2020-10-31,133,12.6,5.7,20.3
2020-11-01,133,12.6,11.9,13.3
2020-11-02,133,11.3,5.8,17.9
2020-11-03,133,6.5,2.2,11
2020-11-04,133,4.9,-0.6,12.2
2020-11-05,133,8.1,-0.4,16.9
2020-11-06,133,11.7,8.7,14.9
2020-11-07,133,13.4,9.3,20.5
2020-11-08,133,9.6,4.7,15.6
2020-11-09,133,7.2,0,12.5
2020-11-10,133,8.4,3,14.9
2020-11-11,133,8.7,1.6,17.7
2020-11-12,133,9.6,2,19.1
2020-11-13,133,10,3.3,18
2020-11-14,133,11.3,5.1,20.1
2020-11-15,133,11.6,5.1,19.8
2020-11-16,133,11.3,6,18.6
2020-11-17,133,15.4,10.4,20.2
2020-11-18,133,15.4,12.3,18.5
2020-11-19,133,16.1,10.8,22.1
2020-11-20,133,6.6,4.6,10.8
2020-11-21,133,8.3,0.9,15
2020-11-22,133,7.9,4.2,10.1
2020-11-23,133,3.9,0.8,8.8
2020-11-24,133,4.7,0.7,10.3
2020-11-25,133,5.3,-0.7,12.1
2020-11-26,133,6.9,2.9,12.8
2020-11-27,133,5.9,2.9,9.2
2020-11-28,133,2.9,0.8,6.4
2020-11-29,133,2,-0.4,5
2020-11-30,133,1.2,-2.7,7.4
2020-12-01,133,1.5,-3.5,7.4
2020-12-02,133,3.4,-0.1,9.5
2020-12-03,133,1.5,-1.5,7.3
2020-12-04,133,0.4,-4,6.3
2020-12-05,133,1.3,-2.9,7.5
2020-12-06,133,3.3,-1.7,10.5
2020-12-07,133,2.8,-0.2,7.4
2020-12-08,133,0.6,-2.9,6
2020-12-09,133,1.5,-5.2,7.8
2020-12-10,133,6.1,2.7,12.3
2020-12-11,133,6.8,3.9,11.3
2020-12-12,133,4.2,-0.5,9.1
2020-12-13,133,1.1,-2.6,6.9
2020-12-14,133,-4.7,-7.9,-1.4
2020-12-15,133,-5.9,-10.9,-1
2020-12-16,133,-5.6,-10.4,0.2
2020-12-17,133,-3.7,-9.1,2.7
2020-12-18,133,0.1,-3.5,4
2020-12-19,133,-3.7,-8.4,1.3
2020-12-20,133,-2.4,-6.9,4.1
2020-12-21,133,0.4,-5,5.7
2020-12-22,133,1.9,-2.8,8.4
2020-12-23,133,3.8,-2.1,9
2020-12-24,133,4.4,0.7,9.9
2020-12-25,133,0.3,-2.5,5.4
2020-12-26,133,1.4,-4.1,7.3
2020-12-27,133,3,-2,8.8
2020-12-28,133,5.4,-0.2,13.4
2020-12-29,133,1.3,-2.2,6.3
2020-12-30,133,-7.5,-10.5,-2.2
2020-12-31,133,-7.7,-13.2,-0.9
2021-01-01,133,-4.6,-9.7,-1.2
2021-01-02,133,-3.5,-7.1,1.4
2021-01-03,133,-4.1,-8.5,0
2021-01-04,133,-2.8,-8.4,2.5
2021-01-05,133,-2.8,-7.6,0.3
2021-01-06,133,-5.3,-10.6,-1.4
2021-01-07,133,-11.2,-15.6,-3.4
2021-01-08,133,-13.5,-17.5,-8.3
2021-01-09,133,-11.4,-17,-6
2021-01-10,133,-8,-14.7,-2
2021-01-11,133,-6,-9.8,-2.4
2021-01-12,133,-1.4,-7,4.2
2021-01-13,133,3.7,-3.8,10.8
2021-01-14,133,3.3,-2.6,11.7
2021-01-15,133,6.1,-0.8,13.7
2021-01-16,133,-1.1,-4.8,3.4
2021-01-17,133,-3.3,-8.4,2
2021-01-18,133,-1.5,-4.8,4.6
2021-01-19,133,-4.8,-10.2,0.8
2021-01-20,133,-0.6,-8.7,9.3
2021-01-21,133,4.9,-1.2,9.3
2021-01-22,133,7.4,5.6,9.9
2021-01-23,133,8,4.3,11.7
2021-01-24,133,8.2,2.9,14.5
2021-01-25,133,8.3,3.1,14.4
2021-01-26,133,6.2,4.3,8
2021-01-27,133,2.9,-0.6,7.9
2021-01-28,133,-1.6,-6.6,5.6
2021-01-29,133,-6,-9.6,-0.5
2021-01-30,133,0.2,-7.6,9.2
2021-01-31,133,3.8,-4.5,12.5
2021-02-01,133,7.3,2.6,11
2021-02-02,133,-2.4,-4.4,2.6
2021-02-03,133,-1.4,-8.2,4.1
2021-02-04,133,-0.5,-3.7,4.1
2021-02-05,133,1.2,-5.6,7.9
2021-02-06,133,6,-1.1,9.3
2021-02-07,133,5.8,-0.4,11.4
2021-02-08,133,-1.7,-4.1,2.5
2021-02-09,133,0,-6.3,7.4
2021-02-10,133,2.6,-4.2,10
2021-02-11,133,5.3,-0.2,12.5
2021-02-12,133,6.9,0.3,16.3
2021-02-13,133,7.6,-0.5,17.4
2021-02-14,133,9.1,4.2,15.2
2021-02-15,133,3,-2,9
2021-02-16,133,-2.7,-5.7,2.7
2021-02-17,133,-6.1,-7.5,-3.6
2021-02-18,133,-4.3,-8.9,0.9
2021-02-19,133,2.6,-7,9.8
2021-02-20,133,11.2,6.3,17.2
2021-02-21,133,14.3,5.6,22.6
2021-02-22,133,11.7,1.6,19.9
2021-02-23,133,1.9,-2.4,8.6
2021-02-24,133,4.5,-1.4,12.1
2021-02-25,133,4.7,-0.1,8.9
