Date (yyyymmddhhmm),CO2 (ppm)
198612051928,346.66
198612051930,346.573
198612051930,346.53
198612121927,347.02
198612122001,347.13
198612122001,347.19
198612122005,347.017
198612122005,346.977
198612192040,347.51
198612192040,347.32
198612192041,347.237
198612192041,347.113
198612192050,347.38
198612192050,347.28
198612262150,347.08
198612262150,349.77
198612262241,346.39
198612262241,346.52
198612262242,345.85
198612262242,345.917
198612312020,347.36
198612312020,334.15
198612312045,347.32
198612312045,347.23
198612312047,346.93
198612312047,346.94
198701092002,347.45
198701092002,347.56
198701092004,347.293
198701092004,347.27
198701092015,347.69
198701092015,347.7
198701161940,347.68
198701161940,347.67
198701161942,347.673
198701161942,347.64
198701161950,347.59
198701161950,347.61
198701231935,-999.99
198701231935,-999.99
198701231940,347.97
198701231940,347.97
198701231942,347.857
198701231942,347.79
198701301950,348.17
198701301950,348.12
198701301957,347.79
198701301957,347.94
198701302003,347.933
198701302003,347.65
198702061950,347.73
198702061950,347.65
198702062002,347.55
198702062002,347.49
198702062004,347.583
198702062004,347.58
198702131950,348.52
198702131950,348.34
198702132005,348.1
198702132005,348.18
198702132008,348
198702132008,347.973
198702201935,349.14
198702201935,349.17
198702201948,349.23
198702201948,348.98
198702202000,348.82
198702202000,348.82
198702271933,349.87
198702271933,348.53
198702271948,349.66
198702271948,349.94
198702271950,349.773
198702271950,349.723
198703061933,348.52
198703061933,348.67
198703061950,348.77
198703061950,348.88
198703061952,348.597
198703061952,348.633
198703131938,348.59
198703131938,348.51
198703131958,349.4
198703131958,349.65
198703132003,348.507
198703132003,348.447
198703201934,349.62
198703201934,349.34
198703202009,349.32
198703202009,349.5
198703202019,349.213
198703202019,349.35
198703272021,350.3
198703272021,350.47
198703272024,350.247
198703272024,350.493
198703272050,350.12
198703272050,350.22
198704031945,351.15
198704031945,351.24
198704031958,350.78
198704031958,350.89
198704032003,350.77
198704032003,350.803
198704091923,349.84
198704091923,349.73
198704091942,349.73
198704091942,349.71
198704091944,349.673
198704091944,349.703
198704171932,351.41
198704171932,344.5
198704171946,351.46
198704171946,351.27
198704171948,351.373
198704171948,351.4
198704241945,352.1
198704241945,352.16
198704241958,350.89
198704241958,351.07
198704242000,351.143
198704242000,351.183
198705011950,351.59
198705011950,351.45
198705012010,350.95
198705012010,350.94
198705012013,350.623
198705012013,351.137
198705081937,352.41
198705081937,352.43
198705082012,352.37
198705082012,352.28
198705082015,352.063
198705082015,352.063
198705151930,352.18
198705151930,351.94
198705151937,351.95
198705151937,351.81
198705151939,351.64
198705151939,351.773
198705221930,352.08
198705221930,352.01
198705221933,351.647
198705221933,351.633
198705221940,352.32
198705221940,352.17
198705291937,353.62
198705291937,351.57
198705291940,351.4
198705291940,351.32
198705291950,351.94
198705291950,351.97
198706051935,351.83
198706051935,351.53
198706051939,351.543
198706051939,351.543
198706051950,351.9
198706051950,352.36
198706121937,351.26
198706121937,351.31
198706121939,351.323
198706121939,351.347
198706121950,351.74
198706121950,351.65
198706191937,350.62
198706191937,350.62
198706191940,350.55
198706191940,350.473
198706191950,350.87
198706191950,350.83
198706261938,351.06
198706261938,350.95
198706261940,351.073
198706261940,351.053
198706261950,351.4
198706261950,351.65
198707021914,349.99
198707021914,349.8
198707021940,350.02
198707021940,349.9
198707021943,349.737
198707021943,349.57
198707101940,350.57
198707101940,350.46
198707101957,350.59
198707101957,351.92
198707102001,350.283
198707102001,350.297
198707171931,349.87
198707171931,349.79
198707171950,350.05
198707171950,349.58
198707171954,349.467
198707171954,349.533
198707231950,349.59
198707231950,349.99
198707232005,349.72
198707232005,349.68
198707232007,349.657
198707232007,349.673
198707291850,349.11
198707291850,348.93
198707291908,349.17
198707291908,349.18
198707291909,348.933
198707291909,348.913
198708071941,347.02
198708071941,347.02
198708072041,346.64
198708072041,347.04
198708072042,345.72
198708072042,345.757
198708141941,348.05
198708141941,348.41
198708141943,347.603
198708141943,347.437
198708142004,347.82
198708142004,347.91
198708211934,348.34
198708211934,348.19
198708211946,348.21
198708211946,348.15
198708211948,347.697
198708211948,347.477
198708281942,346.78
198708281942,346.53
198708282000,346.24
198708282000,345.82
198708282002,345.89
198708282002,345.537
198709041942,346.63
198709041942,348.24
198709041955,-999.99
198709041955,-999.99
198709042000,346.907
198709042000,346.857
198709111930,-999.99
198709111930,-999.99
198709111955,-999.99
198709111955,-999.99
198709112000,346.433
198709112000,346.473
198709181950,-999.99
198709181950,-999.99
198709181952,346.98
198709181952,346.983
198709182008,346.92
198709182008,346.89
198709251950,347.78
198709251950,347.79
198709252005,-999.99
198709252005,346.45
198709252007,346.203
198709252007,346.243
198710021932,353.22
198710021932,345.92
198710021945,345.92
198710021945,345.86
198710021947,345.82
198710021947,345.9
198710081950,346.96
198710081950,346.94
198710082004,347.65
198710082004,347.28
198710082006,346.757
198710082006,346.72
198710161945,347.01
198710161945,346.83
198710161947,346.767
198710161947,346.707
198710161950,346.98
198710161950,346.89
198710231952,347.24
198710231952,347.23
198710232001,347.15
198710232001,347.217
198710232003,347.36
198710232003,347.31
198710301950,347.22
198710301950,346.93
198710301956,347.18
198710301956,347.14
198710302003,346.857
198710302003,346.817
198711061950,347.99
198711061950,347.85
198711062003,347.95
198711062003,347.92
198711062007,347.707
198711062007,347.673
198711131940,347.46
198711131940,347.5
198711131945,347.55
198711131945,347.43
198711131952,347.45
198711131952,347.447
198711201922,348.51
198711201922,348.55
198711201935,348.6
198711201935,348.64
198711201937,348.61
198711201937,348.577
198711252126,349.44
198711252126,349.29
198711252127,348.917
198711252127,348.99
198711252150,349.02
198711252150,348.98
198712012015,349.52
198712012015,349.41
198712012020,349.38
198712012020,349.69
198712012022,349.663
198712012022,349.527
198712112030,349.42
198712112030,349.85
198712112031,348.687
198712112031,348.687
198712112050,349.02
198712112050,354.7
198712182250,349.52
198712182250,349.47
198712182300,349.65
198712182300,349.92
198712182303,349.447
198712182303,349.33
198712241750,350.11
198712241750,349.94
198712241807,349.73
198712241807,349.84
198712241809,349.677
198712241809,350.097
198712312012,349.57
198712312012,349.56
198712312036,349.7
198712312036,349.55
198712312038,349.51
198712312038,349.603
198801081950,350.24
198801081950,350.39
198801082012,350.27
198801082012,350.26
198801082014,350.197
198801082014,350.193
198801152050,-999.99
198801152050,349.98
198801152105,350.11
198801152105,349.95
198801152110,349.787
198801152110,349.91
198801222015,350.42
198801222015,350.45
198801222043,350.4
198801222043,350.3
198801222046,350.297
198801222046,350.28
198801291941,350.96
198801291941,350.81
198801291953,351.24
198801291953,351.08
198801291955,351.057
198801291955,351.073
198802052008,346.1
198802052008,351.86
198802052023,354.25
198802052023,354.69
198802052026,351.933
198802052026,348.625
198802121934,351.37
198802121934,351.26
198802121948,351.13
198802121948,351.3
198802122001,351.223
198802122001,351.233
198802191942,351.34
198802191942,351.46
198802192010,351.29
198802192010,351.49
198802192017,351.203
198802192017,351.26
198802261945,352.76
198802261945,330.25
198802262000,352.5
198802262000,352.4
198802262002,352.53
198802262002,352.52
198803041950,-999.99
198803041950,352.82
198803042010,352.52
198803042010,352.59
198803042013,352.63
198803042013,352.693
198803111925,352.27
198803111925,352.22
198803111940,352
198803111940,352.89
198803111943,351.993
198803111943,352.04
198803182018,352.56
198803182018,352.6
198803182030,352.3
198803182030,352.34
198803182042,352.157
198803182042,352.237
198803252032,352.48
198803252032,353.39
198803252105,-999.99
198803252105,352.54
198803252112,352.293
198803252112,352.277
198804011945,-999.99
198804011945,353.59
198804012000,353.57
198804012000,353.52
198804012002,353.49
198804012002,353.493
198804081936,353.19
198804081936,353.12
198804081950,353.17
198804081950,353.33
198804081955,353.21
198804081955,353.17
198804152048,353.88
198804152048,353.86
198804152049,353.8
198804152049,353.72
198804152100,353
198804152100,356.26
198804221940,354.41
198804221940,355.07
198804222000,355.04
198804222000,354.41
198804222002,354.29
198804222002,354.29
198804291935,354.91
198804291935,354.82
198804291951,365.4
198804291951,354.76
198804292000,354.62
198804292000,354.623
198805061935,353.91
198805061935,353.81
198805061950,353.91
198805061950,353.88
198805061955,353.78
198805061955,353.767
198805131928,354.39
198805131928,354.48
198805131942,354.49
198805131942,354.59
198805131944,354.333
198805131944,354.273
198805201936,-999.99
198805201936,354.45
198805202005,354.37
198805202005,354.63
198805202007,354.067
198805202007,354.09
198805271940,354.66
198805271940,354.66
198805272001,354.64
198805272001,354.87
198805272005,354.66
198805272005,354.707
198806031935,353.86
198806031935,354.05
198806031948,354.14
198806031948,354.01
198806031950,353.733
198806031950,353.787
198806101940,354.59
198806101940,354.51
198806101955,355.09
198806101955,355.03
198806102010,354.55
198806102010,354.54
198806171940,353.72
198806171940,353.87
198806172000,353.9
198806172000,353.82
198806172003,353.72
198806172003,353.68
198806241935,353.49
198806241935,353.39
198806241955,353.28
198806241955,353.41
198806242000,353.21
198806242000,353.133
198807012003,353.79
198807012003,354.05
198807012018,353.79
198807012018,353.91
198807012030,353.36
198807012030,353.393
198807081933,352.75
198807081933,353.21
198807081955,352.78
198807081955,352.56
198807082002,352.517
198807082002,352.557
198807152027,352.26
198807152027,352.18
198807152041,353.11
198807152041,352.51
198807152043,352.147
198807152043,352.16
198807222036,352.08
198807222036,352.19
198807222050,352.11
198807222050,352.24
198807222051,351.943
198807222051,351.98
198807291936,351.91
198807291936,351.77
198807291950,352.05
198807291950,351.84
198807291956,351.633
198807291956,351.59
198808051940,351.31
198808051940,351.38
198808052004,351.42
198808052004,351.49
198808052007,351.127
198808052007,351.127
198808122030,350.74
198808122030,350.77
198808122044,351.2
198808122044,351.01
198808122045,350.603
198808122045,350.687
198808192026,350.47
198808192026,350.3
198808192043,351
198808192043,350.61
198808192044,350.113
198808192044,350.14
198808261938,-999.99
198808261938,-999.99
198808262000,348.96
198808262000,348.9
198808262003,348.687
198808262003,348.75
198809021938,349.61
198809021938,349.57
198809022005,348.78
198809022005,348.97
198809022008,348.643
198809022008,348.54
198809091930,348.72
198809091930,348.9
198809091943,349.11
198809091943,349.69
198809091945,348.89
198809091945,348.733
198809161940,348.86
198809161940,348.82
198809162003,348.49
198809162003,348.79
198809162005,348.827
198809162005,348.893
198809231936,348.99
198809231936,349.03
198809231953,349.35
198809231953,349.2
198809231957,349.203
198809231957,349.14
198809301940,348.96
198809301940,349.03
198809302003,349.21
198809302003,350.14
198809302005,348.773
198809302005,348.83
198810071940,348.89
198810071940,348.89
198810072035,348.83
198810072035,349.15
198810072038,348.703
198810072038,348.887
198810141937,348.93
198810141937,348.78
198810141951,348.91
198810141951,348.96
198810141953,348.577
198810141953,348.62
198810211935,349.39
198810211935,349.49
198810212005,349.44
198810212005,349.5
198810212010,349.29
198810212010,349.317
198810281925,349.69
198810281925,349.9
198810281938,349.76
198810281938,349.72
198810281940,349.643
198810281940,349.687
198811041937,350.65
198811041937,350.58
198811042035,-999.99
198811042035,350.13
198811042037,349.493
198811042037,349.513
198811091934,349.71
198811091934,349.65
198811091938,349.68
198811091938,349.6
198811091940,349.76
198811091940,349.83
198811181939,350.25
198811181939,350.22
198811181953,350.52
198811181953,350.81
198811181956,350.14
198811181956,350.23
198811252111,350.6
198811252111,350.56
198811252130,375.83
198811252130,351.44
198811252131,350.58
198811252131,350.6
198812022002,350.5
198812022002,350.67
198812022025,350.93
198812022025,350.71
198812022027,350.62
198812091939,350.85
198812091939,350.8
198812092018,350.63
198812092018,350.64
198812161940,351.56
198812161940,351.55
198812162000,351.68
198812162000,351.77
198812162004,351.54
198812162004,351.5
198812232033,351.38
198812232033,351.42
198812232050,353.11
198812232050,351.55
198812232053,351.31
198812232053,351.34
198812302010,353.27
198812302010,353.2
198812302035,353.2
198812302035,353.13
198812302040,353.41
198812302040,353.53
198901061938,352.78
198901061938,352.92
198901061956,352.86
198901061956,352.83
198901062000,352.6
198901062000,352.54
198901131939,352.52
198901131939,352.55
198901131945,352.64
198901131945,352.62
198901131946,352.6
198901131946,352.61
198901201939,352.7
198901201939,352.85
198901201945,352.87
198901201945,352.64
198901201947,352.65
198901201947,352.78
198901271940,352.96
198901271940,353.15
198901271953,352.88
198901271953,352.78
198901271955,352.48
198901271955,352.88
198902031935,353.02
198902031935,353.12
198902032024,353.76
198902032024,353.82
198902032030,353.5
198902032030,353.51
198902101928,353.33
198902101928,352.32
198902101940,352.32
198902101940,352.43
198902101942,352.39
198902101942,352.38
198902171930,353.31
198902171930,353.15
198902171943,353.05
198902171943,353.29
198902171945,353.17
198902171945,353.27
198902241926,353.83
198902241926,353.72
198902241940,353.83
198902241940,353.77
198902241943,353.74
198902241943,353.68
198903031955,353.88
198903031955,353.63
198903031958,353.62
198903031958,353.7
198903032010,353.74
198903032010,354.08
198903101928,353.54
198903101928,353.53
198903101940,353.45
198903101940,353.66
198903101942,353.52
198903101942,353.41
198903171930,353.28
198903171930,353.23
198903171943,353.28
198903171943,353.35
198903171945,353.32
198903171945,353.16
198903241937,357.56
198903241937,354.67
198903241952,354.6
198903241952,354.56
198903241956,354.33
198903241956,354.32
198903311937,355.22
198903311937,355.17
198903311950,355.1
198903311950,355.26
198903311952,355.07
198903311952,355.02
198904071934,354.38
198904071934,354.16
198904071946,354.03
198904071946,354.04
198904071948,354.09
198904071948,354.07
198904141940,355.42
198904141940,355.59
198904142015,355.67
198904142015,355.58
198904142017,355.38
198904142017,355.27
198904212001,366.05
198904212001,356.69
198904212014,357
198904212014,356.66
198904212016,356.73
198904212016,356.72
198904281928,357.18
198904281928,357.29
198904281940,356.91
198904281940,356.89
198904281942,356.65
198904281942,356.55
198905051928,355.24
198905051928,355.29
198905052002,355.34
198905052002,355.21
198905052004,355.23
198905052004,355.18
198905121935,356.32
198905121935,356.08
198905122013,356.21
198905122013,356.25
198905122017,356.13
198905122017,356.05
198905191928,355.8
198905191928,355.78
198905191940,356.01
198905191940,355.84
198905191942,355.75
198905191942,355.69
198905261922,356.37
198905261922,356.55
198905261940,356.29
198905261940,356.34
198905261942,356.12
198905261942,356.11
198906021927,356
198906021927,356.07
198906021942,355.99
198906021942,356.35
198906021945,356.12
198906021945,356
198906091925,355.46
198906091925,355.31
198906091940,355.87
198906091940,356.36
198906091942,355.24
198906091942,355.21
198906161914,356.19
198906161914,356.21
198906161919,356.36
198906161919,356.23
198906161926,356.09
198906161926,356.1
198906231932,355.04
198906231932,355.07
198906231945,354.89
198906231945,355
198906231949,355.13
198906231949,355.07
198906302003,354.04
198906302003,354.13
198906302018,354.12
198906302018,354.19
198906302024,354.29
198906302024,354.41
198907071935,354.76
198907071935,355.28
198907071955,354.85
198907071955,354.85
198907072000,355.01
198907072000,355.14
198907072009,354.66
198907072009,354.81
198907141923,353.68
198907141923,353.75
198907141938,353.79
198907141938,353.68
198907141941,354.01
198907141941,353.9
198907141952,353.8
198907141952,353.69
198907212035,353.98
198907212035,353.9
198907212043,353.82
198907212043,353.78
198907212043,354.06
198907212043,353.86
198907212055,353.94
198907212055,354
198907272015,352.87
198907272015,352.9
198907272027,353.04
198907272027,353.1
198907272030,353.47
198907272030,353.75
198907272045,353.4
198907272045,353.22
198908042012,352.64
198908042012,352.67
198908042018,352.5
198908042018,352.44
198908042032,351.86
198908042032,352.01
198908042034,352.32
198908042034,352.06
198908111940,352.33
198908111940,352.43
198908111954,352.46
198908111954,352.25
198908111956,352.45
198908111956,352.46
198908112008,352.71
198908112008,352.66
198908181940,351.28
198908181940,351.03
198908181953,351.25
198908181953,351.35
198908181955,351.04
198908181955,351.05
198908182007,350.68
198908182007,350.79
198908251932,350.06
198908251932,349.95
198908251953,349.78
198908251953,349.89
198908252010,349.89
198908252010,349.78
198908252013,349.93
198908252013,349.92
198909011923,349.81
198909011923,349.88
198909011932,350.08
198909011932,350.1
198909011946,350.35
198909011946,350.16
198909011951,350.08
198909011951,350.1
198909081950,349.66
198909081950,349.74
198909082000,349.62
198909082000,349.54
198909082010,349.35
198909082010,349.52
198909082024,349.51
198909082024,349.6
198909151920,349.96
198909151920,349.81
198909151924,349.71
198909151924,349.95
198909151939,349.44
198909151939,349.54
198909151942,349.53
198909151942,349.19
198909221930,349.39
198909221930,349.42
198909221936,349.41
198909221936,349.34
198909221937,349.5
198909221937,349.47
198909221954,349.59
198909221954,349.38
198909291924,350.14
198909291924,350.14
198909291934,350.04
198909291934,349.99
198909291950,349.89
198909291950,349.93
198909291953,349.77
198909291953,349.95
198910131937,349.46
198910131937,349.48
198910131947,349.12
198910131947,349.17
198910132004,349.1
198910132004,349.08
198910132008,349.34
198910132011,349.12
198910132011,349.06
198910201934,350.52
198910201934,350.63
198910201943,350.24
198910201943,350.38
198910201959,350.38
198910201959,350.48
198910202009,350.23
198910202009,350.19
198910271925,350.81
198910271925,350.74
198910271932,350.65
198910271932,350.46
198910271951,350.3
198910271951,350.29
198910271952,350.32
198910271952,350.23
198911031922,351.26
198911031922,351.02
198911031938,350.78
198911031938,351
198911031940,350.57
198911031940,350.58
198911031953,350.69
198911031953,350.59
198911091935,350.99
198911091935,350.96
198911091950,351.06
198911091950,351.67
198911091953,351.02
198911091953,351
198911092006,350.96
198911092006,351.13
198911171928,352.62
198911171928,352.15
198911171937,351.98
198911171937,351.9
198911171954,351.42
198911171954,351.73
198911171957,351.79
198911171957,351.74
198912011927,352.8
198912011927,352.88
198912011939,352.95
198912011939,352.95
198912011945,353.04
198912011945,353.1
198912011957,352.9
198912011957,352.84
198912081919,352.19
198912081919,352.41
198912081927,352.2
198912081927,352.3
198912081943,352.51
198912081943,352.55
198912081951,352.59
198912081951,352.46
198912151927,352.68
198912151927,352.69
198912151932,352.67
198912151932,352.8
198912151947,352.72
198912151947,352.81
198912151951,352.85
198912151951,352.77
198912222124,352.56
198912222124,352.73
198912222129,352.72
198912222129,352.75
198912222139,352.65
198912222139,352.75
198912222142,352.6
198912222142,352.78
198912291940,352.85
198912291940,352.93
198912292010,352.76
198912292010,352.8
198912292029,353.25
198912292029,353.03
198912292035,352.91
198912292035,352.87
199001051936,354.55
199001051936,354.68
199001051943,354.74
199001051943,354.84
199001051956,354.66
199001051956,354.89
199001121936,353.62
199001121936,353.42
199001121954,353.42
199001121954,353.36
199001122016,353.62
199001122016,353.48
199001122018,353.57
199001122018,353.61
199001191927,354.01
199001191927,354.06
199001261932,354.13
199001261932,353.89
199001261942,353.67
199001261942,353.77
199001261958,353.81
199001261958,353.84
199001262012,353.93
199001262012,353.89
199002021930,354.4
199002021930,354.62
199002021933,354.41
199002021933,354.52
199002021942,354.42
199002021942,354.39
199002021958,354.65
199002021958,354.51
199002091932,356.11
199002091932,356.24
199002091939,355.87
199002091939,356
199002091948,356.06
199002091948,356.1
199002091958,355.87
199002091958,355.99
199002161939,355.59
199002161939,355.45
199002161946,355.3
199002161946,355.38
199002161955,355.36
199002161955,355.4
199002162010,355.63
199002162010,355.55
199002231920,374.17
199002231920,355.15
199002231928,354.85
199002231928,354.96
199002231948,355.62
199002231948,355.06
199002231950,354.84
199002231950,355.02
199003092102,355.14
199003092102,355.03
199003092116,355.15
199003092116,355.24
199003092122,355.58
199003092122,355.99
199003161925,356.71
199003161925,356.48
199003161934,356.29
199003161947,356.64
199003161947,356.7
199003231927,355.4
199003231927,355.25
199003231932,355.34
199003231932,-999.99
199003231941,355.47
199003231941,355.44
199003301932,356.66
199003301932,356.66
199003301941,358.32
199003301941,356.56
199003301947,356.75
199003301947,356.62
199004061918,357.58
199004061918,357.31
199004061925,357.49
199004061925,357.43
199004061935,357.45
199004061935,357.36
199004131920,356.55
199004131920,356.07
199004131926,355.94
199004131926,356.1
199004131935,356.22
199004131935,356.29
199004201925,356.53
199004201925,356.72
199004201930,356.51
199004201930,356.46
199004201943,356.87
199004201943,356.59
199004271927,356.89
199004271927,357.03
199004271930,357.01
199004271930,357.05
199004271933,357.09
199004271933,356.94
199005041926,357.48
199005041926,357.5
199005041951,360.17
199005041951,357.34
199005042003,357.52
199005042003,357.44
199005111923,357.11
199005111923,-999.99
199005111923,357
199005111923,-999.99
199005111933,356.82
199005111933,356.84
199005111942,356.91
199005111942,356.89
199005181925,356.87
199005181925,356.89
199005181933,362.91
199005181933,357.86
199005181944,356.92
199005181944,356.94
199005251947,358.34
199005251947,358.73
199005251952,358.51
199005251952,358.87
199005252015,357.22
199005252015,356.72
199006011929,357.35
199006011929,357.32
199006011933,357.35
199006011933,357.54
199006011945,357.61
199006011945,357.64
199006081920,357.03
199006081920,357.12
199006081925,357.05
199006081925,356.97
199006081933,357.1
199006081933,357.04
199006151930,356.15
199006151930,356.12
199006151942,356.48
199006151942,356.29
199006151944,356.44
199006151944,356.24
199006221932,355.88
199006221932,355.99
199006221940,355.97
199006221940,355.86
199006221952,355.95
199006221952,355.94
199006291928,355.77
199006291928,355.71
199006291935,355.79
199006291935,355.83
199006291946,355.75
199006291946,355.71
199007061923,355.93
199007061923,355.95
199007061940,356.2
199007061940,356.13
199007061955,356.18
199007061955,356.12
199007131953,353.25
199007131953,353.41
199007132004,353.15
199007132004,352.98
199007132027,353.11
199007132027,353.44
199007271929,354.33
199007271929,354.28
199007271934,354.23
199007271934,354.31
199007271944,354.45
199007271944,354.36
199008031922,353.89
199008031922,353.96
199008031940,353.73
199008031940,353.91
199008031946,353.94
199008031946,353.99
199008101928,351.43
199008101928,351.52
199008101937,351.51
199008101937,351.44
199008101948,351.58
199008101948,351.48
199008171927,353.57
199008171927,353.66
199008171933,353.17
199008171933,353.28
199008171948,353.51
199008171948,353.38
199008241936,352.48
199008241936,352.35
199008241941,352.44
199008241941,352.45
199008241949,352.55
199008241949,352.42
199008311923,350.94
199008311923,350.95
199008311927,351.1
199008311927,350.97
199008311941,350.74
199008311941,350.7
199009071926,350.49
199009071926,350.49
199009071932,349.97
199009071932,349.88
199009071941,350.07
199009071941,350.43
199009141932,351.51
199009141932,351.2
199009141935,351.49
199009141935,351.39
199009141949,351.37
199009141949,351.24
199009211940,352.27
199009211940,352.78
199009211947,352.15
199009211947,352.12
199009212000,352.2
199009212000,352.27
199009281938,351.12
199009281938,351.22
199009281947,351.04
199009281947,350.9
199009281954,351.08
199009281954,351.2
199010051925,351.32
199010051925,351.27
199010051941,351.43
199010051941,351.44
199010051947,351.36
199010051947,351.29
199010121942,351.34
199010121942,351.27
199010122001,351.15
199010122001,351.41
199010122012,351.28
199010122012,351.22
199010191924,351.75
199010191924,351.77
199010191929,351.61
199010191929,351.75
199010191942,351.67
199010191942,351.63
199010261925,351.64
199010261925,351.59
199010261929,351.67
199010261929,351.67
199010262031,351.83
199010262031,351.74
199011021925,352.21
199011021925,352.63
199011022016,352.04
199011022016,352.09
199011022026,352.15
199011022026,352.13
199011091932,352.6
199011091932,352.76
199011091952,351.99
199011091952,351.94
199011092000,352.46
199011092000,352.51
199011161925,353.13
199011161925,353.16
199011161943,354.66
199011161943,353.05
199011162000,353.23
199011162000,353.14
199011301927,353.78
199011301927,354.25
199011301932,-999.99
199011301932,353.7
199011302027,353.71
199011302027,353.73
199012071937,353.28
199012071937,353.17
199012071954,354.09
199012071954,353.48
199012072014,353.32
199012072014,353.31
199012141929,355.5
199012141929,355.54
199012141934,361.23
199012141934,355.33
199012141942,355.42
199012141942,355.33
199012281945,355.98
199012281945,356.06
199012281949,355.95
199012281949,356.19
199012282010,356.58
199012282010,356.34
199101041937,354.33
199101041937,354.28
199101041954,354.4
199101041954,354.47
199101041957,354.5
199101041957,354.5
199101111925,355.46
199101111925,355.19
199101111937,355.19
199101111937,355.13
199101111958,355.24
199101111958,355.35
199101112045,355.16
199101112045,355.24
199101112201,355.18
199101112201,355.15
199101181911,354.96
199101181911,354.92
199101181924,354.96
199101181924,355.03
199101181936,355.01
199101181936,355.05
199101251920,354.55
199101251920,354.66
199101251935,354.54
199101251935,354.48
199101251936,354.54
199101251936,354.63
199102011931,355.27
199102011931,355.31
199102011945,355.5
199102011945,355.52
199102011950,355.76
199102011950,355.81
199102081916,355.75
199102081916,355.9
199102081922,355.78
199102081922,355.87
199102081935,356.25
199102081935,356.12
199102151924,356.56
199102151924,356.46
199102151926,356.89
199102151926,356.59
199102151937,356.77
199102151937,356.68
199102221920,356.82
199102221920,357.02
199102221929,356.85
199102221929,356.87
199102221955,356.47
199102221955,356.57
199103011921,355.37
199103011921,355.19
199103011937,355.39
199103011937,355.38
199103011954,355.57
199103011954,355.62
199103081923,357.87
199103081923,357.89
199103081933,357.95
199103081933,357.83
199103081939,357.93
199103081939,358.01
199103151920,358.28
199103151920,358.25
199103151927,358.2
199103151927,358.19
199103151933,358.24
199103151933,358.31
199103221920,357.6
199103221920,357.59
199103221936,357.56
199103221936,357.59
199103221940,357.72
199103221940,357.78
199103291907,358.41
199103291907,358.41
199103291919,358.42
199103291919,358.47
199103291924,358.52
199103291924,358.55
199104051932,358.43
199104051932,358.43
199104051942,358.33
199104051942,358.49
199104051947,358.55
199104051947,358.59
199104121923,357.33
199104121923,357.34
199104121932,357.22
199104121932,357.28
199104121942,357.54
199104121942,357.41
199104191920,360.2
199104191920,359.88
199104191926,359.86
199104191926,359.88
199104191937,360.04
199104191937,360.14
199104261920,359.08
199104261920,359.1
199104261935,358.78
199104261935,358.84
199104261947,359.03
199104261947,359.09
199105031921,359.37
199105031921,359.49
199105031940,362.42
199105031940,359.41
199105031948,359.54
199105031948,359.5
199105101926,358.54
199105101926,358.53
199105101932,358.61
199105101932,358.7
199105101941,358.46
199105101941,358.51
199105171917,360.17
199105171917,360.24
199105171924,360.13
199105171924,360.17
199105171936,360.18
199105171936,360.2
199105241924,359.81
199105241924,359.55
199105241932,359.49
199105241932,359.68
199105241950,359.48
199105241950,359.49
199105311926,359.45
199105311926,359.45
199105311934,358.99
199105311934,359
199105311947,359.11
199105311947,359.14
199106071940,358.82
199106071940,358.78
199106071953,358.75
199106071953,358.92
199106072014,358.79
199106072014,358.72
199106141932,358.85
199106141932,358.86
199106141947,358.85
199106141947,358.83
199106141948,358.89
199106141948,358.9
199106211907,358.51
199106211907,358.43
199106211912,358.23
199106211912,358.18
199106211928,358.34
199106211928,358.36
199106282024,357.41
199106282024,357.48
199106282029,357.18
199106282029,357.39
199106282035,366.54
199107051923,356.69
199107051923,356.37
199107051939,355.95
199107051939,356.14
199107051950,355.85
199107051950,356
199107121950,356.6
199107121950,357.1
199107122003,356.32
199107122003,356.3
199107122025,356.47
199107122025,356.36
199107191928,355.48
199107191928,355.42
199107191936,355.39
199107191947,355.41
199107191947,355.58
199107261933,354.94
199107261933,354.94
199107261950,355.02
199107261950,354.93
199107261955,354.65
199107261955,354.81
199108021930,354.31
199108021930,354.32
199108021949,354.52
199108021949,354.55
199108021952,354.4
199108021952,354.49
199108091915,355.02
199108091915,355.06
199108092008,355.04
199108092008,355.09
199108092013,355.06
199108092013,355.15
199108161918,354.57
199108161918,354.5
199108161925,354.54
199108161925,354.63
199108161939,354.68
199108161939,354.67
199108231912,353.51
199108231912,353.53
199108231920,353.32
199108231920,353.41
199108231933,353.61
199108231933,353.54
199108301918,353.66
199108301918,353.82
199108301952,353.89
199108301952,353.73
199108302001,353.63
199108302001,353.62
199109062022,352.32
199109062022,352.3
199109062033,352.37
199109062033,352.36
199109062038,352.56
199109062038,352.55
199109131910,352.35
199109131910,352.4
199109131927,352.52
199109131927,352.38
199109131929,352.56
199109131929,352.57
199109201926,351.49
199109201926,351.57
199109201941,351.28
199109201941,351.19
199109201943,351.42
199109201943,351.43
199109271921,352.19
199109271921,352.14
199109271930,352.13
199109271930,352.08
199109271945,352.24
199109271945,352.33
199110041926,352.43
199110041926,352.44
199110041951,352.13
199110041951,352.15
199110041955,352.24
199110041955,352.36
199110111925,353.09
199110111925,352.6
199110111940,352.52
199110111940,352.5
199110111941,352.45
199110111941,352.48
199110181920,352.59
199110181920,352.51
199110181954,352.45
199110181954,352.42
199110181954,352.59
199110181954,352.64
199110251924,352.99
199110251924,353.09
199110251953,352.91
199110251953,352.86
199110251955,352.84
199110251955,352.83
